bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price
5060378-the-girl-who-played-with-fire,The Girl Who Played with Fire,Millennium #2,"Stieg Larsson, Reg Keeland (Translator)",4.24,"Part blistering espionage thriller, part riveting police procedural, and part piercing exposé on social injustice, The Girl Who Played with Fire is a masterful, endlessly satisfying novel.  Mikael Blomkvist, crusading publisher of the magazine Millennium, has decided to run a story that will expose an extensive sex trafficking operation. On the eve of its publication, the two reporters responsible for the article are murdered, and the fingerprints found on the murder weapon belong to his friend, the troubled genius hacker Lisbeth Salander. Blomkvist, convinced of Salander’s innocence, plunges into an investigation. Meanwhile, Salander herself is drawn into a murderous game of cat and mouse, which forces her to face her dark past.From the Trade Paperback edition.",English,9.78031E+12,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Sweden', 'Adult', 'Audiobook']","['Lisbeth Salander', 'Mikael Blomkvist', 'Alexander Zalachenko', 'Jan Bublanski', 'Sonja Modig', 'Peter Teleborian', 'Erika Berger', 'Ronald Niedermann', 'Annika Giannini', 'Dragan Armansky', 'Gunnar Björck', 'Harriet Vanger', 'Holger Palmgren', 'Nils Bjurman', 'Miriam Wu']",Hardcover,First US Edition,503,Alfred A. Knopf,07/28/09,2005/9/6,"['Anthony Award Nominee for Best Novel (2010)', 'Dilys Award Nominee (2010)', 'CWA International Dagger Nominee (2009)', 'Svenska Deckarakademins pris för bästa svenska kriminalroman (2006)', 'Goodreads Choice Award for Mystery/Thriller (2009)']",809293,"['359709', '314526', '109079', '19322', '6657']",97,['Stockholm (Sweden)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881l/5060378.jpg,78765,980,3.25
62291.A_Storm_of_Swords,A Storm of Swords,A Song of Ice and Fire #3,George R.R. Martin,4.53,"An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Others—a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords...",English,9.78055E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons', 'Audiobook', 'Epic']","['Brandon Stark', 'Catelyn Stark', 'Tyrion Lannister', 'Daenerys Targaryen', 'Robb Stark', 'Arya Stark', 'Jaime Lannister', 'Joffrey Baratheon', 'Tywin Lannister', 'Stannis Baratheon', 'Melisandre', 'Davos Seaworth', 'Lysa Arryn', 'Petyr Baelish', 'Sansa Stark', 'Varys', 'Hodor', 'Brienne of Tarth', 'Samwell Tarly', 'Sandor Clegane', 'Pyp', 'Grenn', 'Tommen Baratheon', 'Oswell Kettleback', 'Beric Dondarrion', 'Thoros of Myr', 'Jon Snow', 'Cersei Lannister', 'Jorah Mormont']",Mass Market Paperback,,1177,Bantam,2003/4/3,08/08/00,"['Hugo Award Nominee for Best Novel (2001)', 'Nebula Award Nominee for Best Novel (2001)', 'Locus Award for Best Fantasy Novel (2001)', 'Geffen Award for Best Translated Fantasy Book (2002)', 'Premio Ignotus (2006)']",666114,"['424628', '185746', '45991', '6772', '2977']",99,"['Westeros', 'Essos']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571318786l/62291.jpg,73986,856,3.57
853510.Murder_on_the_Orient_Express,Murder on the Orient Express,Hercule Poirot #10,Agatha Christie,4.17,"Just after midnight, a snowdrift stops the Orient Express in its tracks. The luxurious train is surprisingly full for the time of the year, but by the morning it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside.Isolated and with a killer in their midst, detective Hercule Poirot must identify the murderer—in case he or she decides to strike again.",English,9.78001E+12,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Thriller', 'Detective', 'Adult', 'British Literature']","['Samuel Edward Ratchett', 'Hector MacQueen', 'Masterman', 'Colonel Arbuthnot', 'Harriet Hubbard', 'Count Rudolf Andrenyi', 'Countess Elena Andrenyi', 'Princess Natalia Dragomiroff', 'Mary Debenham', 'Hildegarde Schmidt', 'Antonio Foscarel', 'Greta Ohlsson', 'Pierre Michel', 'Cyrus Hardman', 'Dr. Constantine', 'M. Bouc', 'Hercule Poirot']",Paperback,Agatha Christie Signature Edition,347,HarperCollins,2006/4/7,10/28/34,[],381053,"['153394', '154538', '61626', '9146', '2349']",97,"['Constantinople (Turkey)', 'Vinkovci (Croatia)', 'Yugoslavia', 'Aleppo, Syria']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486131451l/853510._SY475_.jpg,67970,883,2.56
3008.A_Little_Princess,A Little Princess,,"Frances Hodgson Burnett, Nancy Bond (Foreword)",4.2,"Sara Crewe, an exceptionally intelligent and imaginative student at Miss Minchin's Select Seminary for Young Ladies, is devastated when her adored, indulgent father dies. Now penniless and banished to a room in the attic, Sara is demeaned, abused, and forced to work as a servant. How this resourceful girl's fortunes change again is at the center of A Little Princess, one of the best-loved stories in all of children's literature. This unique and fully annotated edition appends excerpts from Frances Hodgson Burnett's original 1888 novella Sara Crewe and the stage play that preceded the novel, as well as an early story, ""Behind the White Brick,"" allowing readers to see how A Little Princess evolved. In his delightful introduction, U. C. Knoepflmacher considers the fairy-tale allusions and literary touchstones that place the book among the major works of Victorian literature, and shows it to be an exceptionally rich and resonant novel.",English,9.78014E+12,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', 'Literature', 'Juvenile', 'Novels']","['Sara Crewe', 'Ralph Crewe', 'Maria Minchin', 'Ermengarde St. John', 'Becky', 'Lottie Legh', 'Thomas Carrisford', 'Ram Dass (A Little Princess)']",Paperback,Penguin Classics,242,Penguin Books,02/26/02,10/28/05,[],271682,"['125920', '90315', '42716', '8420', '4311']",95,"['London, England', 'England', 'United Kingdom']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868556l/3008.jpg,67387,857,2.87
6527740-last-sacrifice,Last Sacrifice,Vampire Academy #6,Richelle Mead (Goodreads Author),4.39,"They come first.My vision was growing dimmer, the blackness and ghosts closing in. I swore it was like I could hear Robert whispering in my ear: The world of the dead won't give you up a second time. Just before the light completely vanished, I saw Dimitri's face join Lissa's. I wanted to smile. I decided then that if the two people I loved most were safe, I could leave this world.The dead could finally have me.Rose Hathaway has always played by her own rules. She broke the law when she ran away from St. Vladimir's Academy with her best friend and last surviving Dragomir princess, Lissa. She broke the law when she fell in love with her gorgeous, off-limits instructor, Dimitri. And she dared to defy Queen Tatiana, leader of the Moroi world, risking her life and reputation to protect generations of dhampir guardians to come.Now the law has finally caught up with Rose - for a crime she didn't even commit. She's in prison for the highest offense imaginable: the assassination of a monarch. She'll need help from both Dimitri and Adrian to find the one living person who can stall her execution and force the Moroi elite to acknowledge a shocking new candidate for the royal throne: Vasilisa Dragomir.But the clock on Rose's life is running out. Rose knows in her heart the world of the dead wants her back...and this time she is truly out of second chances. The big question is, when your whole life is about saving others, who will save you?Join Rose, Dimitri, Adrian, and Lissa in Last Sacrifice, the epic, unforgettable finale to Richelle Mead's international #1 bestselling Vampire Academy series.",English,9.7816E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']","['Sydney Sage', 'Vasilisa ""Lissa"" Dragomir', 'Dimitri Belikov', 'Christian Ozera', 'Adrian Ivashkov', 'Victor Dashkov', 'Janine Hathaway', 'Jillian Mastrano', 'Abe Mazur', 'Natasha Ozera', 'Rosemarie ""Rose"" Hathaway']",Hardcover,1st Edition,594,Razorbill,2012/7/10,,['Goodreads Choice Award Nominee for Young Adult Fantasy (2010)'],254915,"['152433', '64589', '27052', '6894', '3947']",96,"['Pennsylvania (United States)', 'West Virginia (United States)', 'Ann Arbor, Michigan (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319850978l/6527740._SY475_.jpg,65555,769,3.8
144974.The_Velveteen_Rabbit,The Velveteen Rabbit,,"Margery Williams Bianco, William Nicholson (Illustrator)",4.29,"Nursery magic is very strange and wonderful, and only those playthings that are old and wise and experienced like the Skin Horse understand all about it.Like the Skin Horse, Margery Williams understood how toys—and people—become real through the wisdom and experience of love. This reissue of a favorite classic, with the original story and illustrations as they first appeared in 1922, will work its magic for all who read it.",English,9.78038E+12,"['Childrens', 'Classics', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Young Adult', 'Juvenile', 'Kids', 'Short Stories']",[],Paperback,,40,Avon,04/01/87,10/28/22,['Lewis Carroll Shelf Award (1971)'],221550,"['119375', '61083', '30637', '6794', '3661']",95,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347748913l/144974.jpg,62439,837,5.9
6148028-catching-fire,Catching Fire,The Hunger Games #2,Suzanne Collins,4.29,"SPARKS ARE IGNITING.FLAMES ARE SPREADING.AND THE CAPITAL WANTS REVENGE.Against all odds, Katniss Everdeen has survived the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol - a rebellion that Katniss and Peeta may have helped create.Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying. Katniss is about to be tested as never before.",English,9.78044E+12,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']","['Katniss Everdeen', 'Peeta Mellark', 'Primrose Everdeen', 'Gale Hawthorne', 'Effie Trinket', 'Haymitch Abernathy', 'Cinna', 'Finnick Odair', 'Johanna Mason', 'President Coriolanus Snow', 'Madge Undersee', 'Caesar Flickerman', 'Twill', 'Cashmere', 'Gloss', 'Enobaria', 'Beetee', 'Wiress', 'Mags', 'Blight', 'Woof', 'Cecilia', 'Chaff', 'Seeder', 'Plutarch Heavensbee', 'Octavia (Hunger Games)', 'Portia (hunger Games)']",Hardcover,First Edition,391,Scholastic Press,2009/1/9,,"['Locus Award Nominee for Best Young Adult Book (2010)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2010)', 'Soaring Eagle Book Award (2011)', ""Children's Choice Book Award for Teen Choice Book of the Year (2010)"", 'Indies Choice Book Award for Young Adult (2010)', 'Teen Read Award Nominee for Best Read (2010)', 'DABWAHA Romance Tournament for Best Young Adult (2010)', 'Goodreads Choice Award for Favorite Book and Young Adult Series (2009) and Nominee for Best of the Best  (2018)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']",2514084,"['1242565', '860651', '332103', '62368', '16397']",97,"['District 12, Panem', 'Capitol, Panem', 'Panem (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941l/6148028.jpg,62004,760,3.66
7736182-the-lost-hero,The Lost Hero,The Heroes of Olympus #1,Rick Riordan (Goodreads Author),4.33,"JASON HAS A PROBLEM. He doesn’t remember anything before waking up in a bus full of kids on a field trip. Apparently he has a girlfriend named Piper, and his best friend is a guy named Leo. They’re all students at the Wilderness School, a boarding school for “bad kids,"" as Leo puts it. What did Jason do to end up here? And where is here, exactly? Jason doesn't know anything—except that everything seems very wrong.PIPER HAS A SECRET. Her father has been missing for three days, ever since she had that terrifying nightmare about his being in trouble. Piper doesn’t understand her dream, or why her boyfriend suddenly doesn’t recognize her. When a freak storm hits during the school trip, unleashing strange creatures and whisking her, Jason, and Leo away to someplace called Camp Half-Blood, she has a feeling she’s going to find out, whether she wants to or not.LEO HAS A WAY WITH TOOLS. When he sees his cabin at Camp Half-Blood, filled with power tools and machine parts, he feels right at home. But there’s weird stuff, too—like the curse everyone keeps talking about, and some camper who's gone missing. Weirdest of all, his bunkmates insist that each of them—including Leo—is related to a god. Does this have anything to do with Jason's amnesia, or the fact that Leo keeps seeing ghosts?Join new and old friends from Camp Half-Blood in this thrilling first book in The Heroes of Olympus series. Best-selling author Rick Riordan has pumped up the action, humor, suspense, and mystery in an epic adventure that will leave readers panting for the next installment.",English,9.78142E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Young Adult Fantasy']","['Leo Valdez', 'Thalia Grace', 'Annabeth Chase', 'Hera', 'Juno', 'Rachel Elizabeth Dare', 'Jason Grace', 'Piper McLean', 'Will Solace']",Hardcover,First Edition,553,Disney ● Hyperion Books,2010/12/10,,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2011)"", 'Evergreen Teen Book Award (2013)', 'Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book (2010)']",624124,"['334145', '192381', '75449', '15003', '7146']",96,"['New York City, New York (United States)', 'Detroit, Michigan (United States)', 'San Francisco, California (United States)', 'Quebec City, Quebec (Canada)', 'Chicago, Illinois (United States)', 'Omaha, Nebraska (United States)', 'Walnut Creek (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003l/7736182._SY475_.jpg,61758,746,10.25
6479259-spirit-bound,Spirit Bound,Vampire Academy #5,Richelle Mead (Goodreads Author),4.35,"Salvation has its price . . .The words stunned Adrian for a moment, but he kept going. ""You're lying. What you're describing is impossible. There's no way to save a Strigoi. When they're gone, they're gone. They're dead. Undead. Forever.""Robert's next words weren't directed at Adrian. They were spoken to me. ""That which is dead doesn't always stay dead....""After a long and heartbreaking journey to Siberia, Dimitri’s birthplace, Rose Hathaway has finally returned to St. Vladimir’s—and to her best friend, Lissa Dragomir. It's graduation, and the girls can’t wait for their real lives outside the academy’s cold iron gates to finally begin. But even with the intrigue and excitement of court life looming, Rose’s heart still aches for Dimitri. He’s out there, somewhere.She failed to kill him when she had the chance, and now her worst fears are about to come true. Dimitri has tasted her blood, and she knows in her heart that he is hunting her. And if Rose won't join him, he won't rest until he has silenced her . . . forever.But Rose can't forget what she learned on her journey—whispers of a magic too impossible and terrifying to comprehend. A magic inextricably tied to Lissa that could hold the answer to all of Rose's prayers, but not without devastating consequences. Now Rose will have to decide what—and who—matters most to her. And in the end, is true love really worth the price?Fall in love with Rose and Dimitri all over again in Spirit Bound, the eagerly awaited fifth novel in Richelle Mead's enthralling Vampire Academy series.",English,9.7816E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']","['Vasilisa ""Lissa"" Dragomir', 'Dimitri Belikov', 'Christian Ozera', 'Adrian Ivashkov', 'Victor Dashkov', 'Mia Rinaldi', 'Jillian Mastrano', 'Abe Mazur', 'Natasha Ozera', 'Rosemarie ""Rose"" Hathaway']",Hardcover,1st Edition,489,Razorbill,05/18/10,,"[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2011)"", 'Teen Read Award Nominee for Best Series (2010)', 'Goodreads Choice Award for Goodreads Author and Nominee for Favorite Book (2010)']",260072,"['144893', '74321', '30775', '6876', '3207']",96,"['Montana (United States)', 'Las Vegas, Nevada (United States)', 'Alaska (United States)', 'Pennsylvania (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291168967l/6479259._SY475_.jpg,61129,724,4.59
135479.Cat_s_Cradle,Cat's Cradle,,Kurt Vonnegut Jr.,4.16,"Told with deadpan humour and bitter irony, Kurt Vonnegut's cult tale of global destruction preys on our deepest fears of witnessing Armageddon and, worse still, surviving it ...Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh...",English,9.78014E+12,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia', 'American', 'Fantasy', '20th Century']","['Bokonon', 'Angela Hoenikker', 'Emily Hoenikker', 'Frank Hoenikker', 'Newt Hoenikker', '""Papa"" Monzano', 'Mona Aamons Monzano', 'John   --']",Paperback,,179,Penguin,10/28/99,10/28/63,['Hugo Award Nominee for Best Novel (1964)'],338863,"['143040', '126553', '54552', '11015', '3703']",96,"['San Lorenzo', 'Ilium (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867150l/135479.jpg,59087,720,5.69
561909.The_Hiding_Place,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill (Goodreads Author)",4.42,"At one time Corrie ten Boom would have laughed at the idea that there would ever be a story to tell. For the first fifty years of her life nothing at all out of the ordinary had ever happened to her. She was an old-maid watchmaker living contentedly with her spinster sister and their elderly father in the tiny Dutch house over their shop. Their uneventful days, as regulated as their own watches, revolved around their abiding love for one another. However, with the Nazi invasion and occupation of Holland, a story did ensue. Corrie ten Boom and her family became leaders in the Dutch Underground, hiding Jewish people in their home in a specially built room and aiding their escape from the Nazis. For their help, all but Corrie found death in a concentration camp. The Hiding Place is their story.",English,9.78055E+12,"['Nonfiction', 'Biography', 'History', 'Christian', 'Classics', 'Memoir', 'Holocaust', 'World War II', 'Historical', 'Autobiography']",[],Paperback,,242,Bantam,10/01/84,01/01/71,[],257383,"['160928', '60734', '23869', '6449', '5403']",95,"['Haarlem (Netherlands)', 'Netherlands', 'Ravensbrück (Germany)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320418824l/561909.jpg,57445,686,4.17
30118.A_Light_in_the_Attic,A Light in the Attic,,Shel Silverstein,4.34,"Last night while I lay thinking here Some Whatifs crawled inside my ear And pranced and partied all night long And sang their same old Whatif song: Whatif I flunk that test?Whatif green hair grows on my chest?Whatif nobody likes me?Whatif a bolt of lightning strikes me?...This 20th anniversary of Shel Silverstein's A Light in the Attic includes a CD of highlights from his Grammy Award-winning album.Here in the attic of Shel Silverstein you will find Backward Bill, Sour Face Ann, the Meehoo with an Exactlywatt, and the Polar Bear in the Frigidaire. You will talk with Broiled Face, and find out what happens when Somebody steals your knees, you get caught by the Quick-Digesting Gink, a Mountain snores, and They Put a Brassiere on the Camel.From the creator of the beloved poetry collections Where the Sidewalk Ends and Falling Up, here is another wondrous book of poems and drawings.",English,9.78006E+12,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books', 'Juvenile', 'Middle Grade', 'Banned Books']",[],Hardcover,20th Anniversary Edition with CD,176,Harpercollins Childrens Books,2010/7/2,10/07/81,"[""George C. Stone Center for Children's Books Recognition of Merit Award (1984)"", 'Magnesia Litera for Translation (Litera za překladovou knihu) (2015)', 'Garden State Book Award', 'Vlag en Wimpel Griffeljury (1985)', ""William Allen White Children's Book Award (1984)""]",374236,"['212150', '100143', '46054', '10135', '5754']",96,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427169918l/30118.jpg,56943,755,12.08
4069.Man_s_Search_for_Meaning,Man's Search for Meaning,,"Viktor E. Frankl, Harold S. Kushner (Foreword), William J. Winslade (Afterword), Isle Lasch (Translator)",4.36,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. At the heart of his theory, known as logotherapy, is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living.",English,9.78081E+12,"['Nonfiction', 'Psychology', 'Philosophy', 'History', 'Memoir', 'Self Help', 'Biography', 'Classics', 'Holocaust', 'Spirituality']",[],Paperback,,165,Beacon Press,2006/1/6,10/28/46,[],400761,"['221757', '119918', '44536', '9508', '5042']",96,"['Auschwitz (Poland)', 'Dachau (Germany)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY475_.jpg,56302,657,7.37
12691.Marley_and_Me,Marley and Me: Life and Love With the World's Worst Dog,,John Grogan,4.13,"John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no good—Marley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms.",English,9.78074E+12,"['Nonfiction', 'Animals', 'Memoir', 'Dogs', 'Biography', 'Humor', 'Biography Memoir', 'Adult', 'Contemporary', 'Autobiography']","['Jenny', 'Patrick Grogan', 'Marley', 'Conor Grogan', 'Colleen Grogan', 'Família Grogan', 'John Grogan']",Hardcover,,291,William Morrow; 1ST edition,10/18/05,,['Puddly Award for Nonfiction (2007)'],440572,"['189301', '151102', '76944', '16780', '6445']",95,['United States of America'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308858322l/12691.jpg,54671,686,5.29
