bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price
20613470-heir-of-fire,Heir of Fire,Throne of Glass #3,Sarah J. Maas (Goodreads Author),4.48,"Celaena has survived deadly contests and shattering heartbreak-but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth . . . a truth about her heritage that could change her life-and her future-forever. Meanwhile, brutal and monstrous forces are gathering on the horizon, intent on enslaving her world. Will Celaena find the strength to not only fight her inner demons, but to take on the evil that is about to be unleashed?",English,9.78162E+12,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'New Adult', 'Young Adult Fantasy', 'Fiction', 'Fae', 'High Fantasy', 'Paranormal']","['Celaena Sardothien', 'Chaol Westfall', 'Prince Dorian Havilliard', 'Manon Blackbeak', 'Rowan Whitethorn']",Hardcover,,565,Bloomsbury USA Childrens,2009/2/14,,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2014)'],279699,"['173787', '75075', '23619', '4959', '2259']",97,"['Rifthold, Adarlan', 'Wendlyn']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460846511l/20613470.jpg,19839,230,8.99
12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Aristotle and Dante Discover the Secrets of the Universe,Aristotle and Dante #1,Benjamin Alire Sáenz (Goodreads Author),4.33,"A lyrical novel about family and friendship from critically acclaimed author Benjamin Alire Sáenz. Aristotle is an angry teen with a brother in prison. Dante is a know-it-all who has an unusual way of looking at the world. When the two meet at the swimming pool, they seem to have nothing in common. But as the loners start spending time together, they discover that they share a special friendship--the kind that changes lives and lasts a lifetime. And it is through this friendship that Ari and Dante will learn the most important truths about themselves and the kind of people they want to be.",English,9.78144E+12,"['Young Adult', 'LGBT', 'Contemporary', 'Romance', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Queer', 'Coming Of Age', 'Young Adult Contemporary']","['Aristotle ""Ari"" Mendoza', 'Dante Quintana']",Hardcover,,359,Simon & Schuster Books for Young Readers,02/21/12,,"['Stonewall Book Award for Children’s and Young Adult Literature (2013)', 'Michael L. Printz Award Nominee (2016)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2015)"", ""Lambda Literary Award for LGBT Children's/Young Adult (2013)"", 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2015)', 'Amelia Elizabeth Walden Award Nominee (2013)', 'Lincoln Award Nominee (2016)', 'Pura Belpré Award for Narrative (2013)', 'Les Incorruptibles (2017)']",259916,"['145725', '72372', '29294', '7968', '4557']",95,"['El Paso, Texas (United States)', 'Texas (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260l/12000020.jpg,18331,200,19.17
3777732-city-of-glass,City of Glass,The Mortal Instruments #3,Cassandra Clare (Goodreads Author),4.31,"Also see: Alternate Cover Editions for this ISBN [ACE]  
  ACE #1
To save her mother's life, Clary must travel to the City of Glass, the ancestral home of the Shadowhunters - never mind that entering the city without permission is against the Law, and breaking the Law could mean death. To make things worse, she learns that Jace does not want her there, and Simon has been thrown in prison by the Shadowhunters, who are deeply suspicious of a vampire who can withstand sunlight.As Clary uncovers more about her family's past, she finds an ally in mysterious Shadowhunter Sebastian. With Valentine mustering the full force of his power to destroy all Shadowhunters forever, their only chance to defeat him is to fight alongside their eternal enemies. But can Downworlders and Shadowhunters put aside their hatred to work together? While Jace realizes exactly how much he's willing to risk for Clary, can she harness her newfound powers to help save the Glass City - whatever the cost?Love is a mortal sin and the secrets of the past prove deadly as Clary and Jace face down Valentine in the third installment of the New York Times bestselling series The Mortal Instruments.",English,9.78142E+12,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Vampires', 'Fiction', 'Angels', 'Supernatural', 'Magic']","['Alexander ""Alec"" Lightwood', 'Jonathan ""Jace"" Wayland', 'Valentine Morgenstern', 'Isabelle ""Izzy"" Sophia Lightwood', 'Magnus Bane', 'Maia Roberts', 'Jocelyn Fray', 'Luke Garroway', 'Sebastian Morgenstern', 'Aline Penhallow', 'Clarissa ""Clary"" Fray', 'Simon Lewis']",Hardcover,1st Edition,541,Margaret K. McElderry Books,03/24/09,,"[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010)"", 'Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)', 'LovelyBooks Leserpreis for Fantasy (2009)']",795269,"['428772', '230008', '103385', '23492', '9612']",96,"['Alicante, Idris', 'New York City, New York (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339l/3777732.jpg,16969,226,3.71
70535.2001,2001: A Space Odyssey,Space Odyssey #1,Arthur C. Clarke,4.15,"On the Moon, an enigma is uncovered.

So great are the implications of this discovery that for the first time men are sent out deep into our solar system.

But long before their destination is reached, things begin to go horribly, inexplicably wrong...

One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end.",English,9.78045E+12,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space', 'Novels', 'Fantasy', 'Audiobook', 'Literature', 'Speculative Fiction']","['Heywood Floyd', 'HAL 9000', 'Dave Bowman', 'Frank Poole']",Paperback,,297,Roc,09/01/00,04/28/68,[],259477,"['110131', '93936', '42694', '8902', '3814']",95,['Outer Space'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943l/70535._SY475_.jpg,16704,226,5.7
556602.Sarah_s_Key,Sarah's Key,,Tatiana de Rosnay (Goodreads Author),4.16,"Paris, July 1942: Ten-year-old Sarah is brutally arrested with her family in the Vel' d'Hiv' roundup, the most notorious act of French collaboration with the Nazis. but before the police come to take them, Sarah locks her younger brother, Michel, in their favorite hiding place, a cupboard in the family's apartment. She keeps the key, thinking that she will be back within a few hours.Paris, May 2002: On Vel' d'Hiv's sixtieth anniversary, Julia Jarmond, an American journalist, is asked by her Paris-based American magazine to write an article about this black day in France's past. Julia has lived in Paris for nearly twenty-five years, married a Frenchman, and she is shocked both by her ignorance about the event and the silence that still surrounds it. In the course of her investigation, she stumbles onto a trail of long-hidden family secrets that connects her to Sarah. Julia finds herself compelled to retrace the girl's ordeal, from the terrible days spent shut in at the Vel' d'Hiv' to the camps and beyond. As she probes into Sarah's past, she begins to question her own place in France and to reevaluate her marriage and her life.Writing about the fate of her country with a pitiless clarity, Tatiana de Rosnay offers us a brilliantly subtle, compelling portrait of France under occupation and reveals the taboos and denial surrounding this painful episode in French history.(front flap)",English,9.78031E+12,"['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'France', 'War', 'Book Club', 'Adult', 'Adult Fiction']","['Julia Jarmond', 'Sarah Starzynski', 'Zoë Tézac', 'Bertrand Tézac', 'Michel Starzynski', 'Wladyslaw Starzynski', 'Rywka Starzynski', 'William Rainsferd', 'Edouard Tézac', 'Jules Dufaure', 'Genevieve Dufaure']",Hardcover,First Edition,294,St. Martins Press,06/28/07,09/28/06,[],419544,"['176239', '159657', '64355', '14599', '4694']",95,"['Paris (France)', 'Paris (France)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438863728l/556602._SX318_.jpg,16390,215,5.3
420282.The_Polar_Express,The Polar Express,,"Chris Van Allsburg, Liam Neeson (Narrator)",4.3,"The Polar Express is a treasured holiday tradition. This lavish gift set includes a CD audio recording read by Liam Neeson, a keepsake ""All Aboard"" ornament, and a note from author Chris Van Allsburg.Awarded the prestigious Caldecott Medal in 1986, The Polar Express has sold more than 7 million copies, become a classic holiday movie, and been translated into stage productions that take place across the United States during the holiday season.",English,9.7804E+12,"['Picture Books', 'Childrens', 'Christmas', 'Fiction', 'Fantasy', 'Classics', 'Holiday', 'Adventure', 'Kids', 'Juvenile']",[],Hardcover,,32,Houghton Mifflin,10/28/00,10/28/85,"['Caldecott Medal (1986)', 'Kentucky Bluegrass Award (1987)', ""Buckeye Children's Book Award for K-2 (1991)"", ""Nevada Young Readers' Award for Primary Category/Picture Book Category  (1988)"", 'Little Archer Award (1986)', 'Boston Globe-Horn Book Award Nominee for Picture Book - Honor Book (1986)']",211762,"['120113', '51491', '28544', '7797', '3817']",95,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356707942l/420282.jpg,16270,257,3.17
838729.The_Return_of_the_King,The Return of the King,The Lord of the Rings #3,J.R.R. Tolkien,4.53,"In the third volume of The Lord of the Rings trilogy the good and evil forces join battle, and we see that the triumph of good is not absolute. The Third Age of Middle-earth ends, and the age of the dominion of Men begins.",English,9.78035E+12,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Literature', 'Novels', 'Magic']","['Frodo Baggins', 'Meriadoc Brandybuck', 'Peregrin Took', 'Gandalf', 'Aragorn', 'Gimli', 'Bilbo Baggins', 'Saruman', 'Éowyn', 'Éomer', 'Elrond Half-elven', 'Arwen Undómiel', 'Galadriel', 'Faramir', 'Gollum', 'Legolas', 'Sam Gamgee']",Mass Market Paperback,,385,Ballantine Books,07/12/74,10/20/55,[],678718,"['444995', '167044', '52699', '10091', '3889']",98,['Middle-earth'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574117762l/838729._SY475_.jpg,15932,219,5.57
1898.Into_Thin_Air,Into Thin Air: A Personal Account of the Mount Everest Disaster,,Jon Krakauer (Goodreads Author),4.18,"A bank of clouds was assembling on the not-so-distant horizon, but journalist-mountaineer Jon Krakauer, standing on the summit of Mt. Everest, saw nothing that ""suggested that a murderous storm was bearing down."" He was wrong. The storm, which claimed five lives and left countless more--including Krakauer's--in guilt-ridden disarray, would also provide the impetus for Into Thin Air, Krakauer's epic account of the May 1996 disaster.",English,9.78039E+12,"['Nonfiction', 'Adventure', 'Memoir', 'Travel', 'Biography', 'History', 'Survival', 'Mountaineering', 'Biography Memoir', 'Sports']","['Rob Hall', 'Jon Krakauer']",Paperback,,368,Anchor Books,10/19/99,05/01/97,"['Pulitzer Prize Nominee for General Nonfiction (1998)', 'ALA Alex Award (1998)', 'National Book Critics Circle Award Nominee for General Nonfiction (1997)', 'Boardman Tasker Prize Nominee for Mountain Literature (1997)']",395109,"['176504', '143661', '54287', '11815', '8842']",95,"['Nepal', 'Mount Everest']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463384482l/1898.jpg,15858,224,4.01
140077.Dead_to_the_World,Dead to the World,Sookie Stackhouse #4,Charlaine Harris (Goodreads Author),4.12,"Sookie Stackhouse is a cocktail waitress in Bon Temps, Louisiana. She has only a few close friends, because not everyone appreciates Sookie’s gift: she can read minds. That’s not exactly every man’s idea of date bait – unless they’re undead; vampires and the like can be tough to read. And that’s just the kind of guy Sookie’s been looking for. Maybe that’s why, when she comes across a naked vampire, she doesn’t just drive on by. He hasn’t got a clue who he is, but Sookie has: Eric looks just as scary and sexy – and dead – as ever. But now he has amnesia, he’s sweet, vulnerable, and in need of Sookie’s help – because whoever took his memory now wants his life.",English,9.78044E+12,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Adult']","['Sookie Stackhouse', 'Bill Compton', 'Sam Merlotte', 'Jason Stackhouse', 'Eric Northman', 'Tara Thornton', 'Pam Ravenscroft', 'Alcide Herveaux']",Mass Market Paperback,,291,Ace Books,2004/1/5,05/28/04,[],243552,"['98424', '89522', '45448', '7419', '2739']",96,"['Bon Temps, Louisiana (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468561630l/140077._SY475_.jpg,15727,209,1.45
3591262-cutting-for-stone,Cutting for Stone,,Abraham Verghese (Goodreads Author),4.29,"A sweeping, emotionally riveting first novel - an enthralling family saga of Africa and America, doctors and patients, exile and home.Marion and Shiva Stone are twin brothers born of a secret union between a beautiful Indian nun and a brash British surgeon at a mission hospital in Addis Ababa. Orphaned by their mother’s death in childbirth and their father’s disappearance, bound together by a preternatural connection and a shared fascination with medicine, the twins come of age as Ethiopia hovers on the brink of revolution. Yet it will be love, not politics—their passion for the same woman—that will tear them apart and force Marion, fresh out of medical school, to flee his homeland. He makes his way to America, finding refuge in his work as an intern at an underfunded, overcrowded New York City hospital. When the past catches up to him—nearly destroying him—Marion must entrust his life to the two men he thought he trusted least in the world: the surgeon father who abandoned him and the brother who betrayed him.An unforgettable journey into one man’s remarkable life, and an epic story about the power, intimacy, and curious beauty of the work of healing others.(front flap)",English,9.78038E+12,"['Fiction', 'Historical Fiction', 'Africa', 'Book Club', 'Medicine', 'Ethiopia', 'Medical', 'Novels', 'Literary Fiction', 'Historical']","['Thomas Stone', 'Sister Mary Joseph Praise', 'Marion Stone', 'Shiva Stone']",Hardcover,First Edition,541,Alfred A. Knopf,2002/3/9,10/28/09,"['PEN/Hemingway Foundation Award Nominee (2010)', 'Exclusive Books Boeke Prize Nominee (2011)', 'Indies Choice Book Award for Adult Fiction (2010)', 'Dayton Literary Peace Prize Nominee for Fiction (2010)', 'Wellcome Book Prize Nominee for Shortlist (2009)', 'Goodreads Choice Award Nominee for Fiction (2009)']",336889,"['175794', '106563', '38090', '10912', '5530']",95,"['Addis Ababa (Ethiopia)', 'Madras (India)', 'Kochi (India)', 'Aden (Yemen)', 'Djibouti', 'Asmara (Eritrea)', 'Khartoum (Sudan)', 'Nairobi (Kenya)', 'New York City, New York (United States)', 'Boston, Massachusetts (United States)', 'Rome (Italy)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553715166l/3591262._SX318_.jpg,15633,195,5.26
40909452-drums-of-autumn,Drums of Autumn,Outlander #4,Diana Gabaldon (Goodreads Author),4.33,"In this breathtaking novel, rich in history and adventure, #1 New York Times bestselling author Diana Gabaldon continues the story of Claire Randall and Jamie Fraser that started with the now-classic novel Outlander and continued in Dragonfly in Amber and Voyager. Once again spanning continents and centuries, Gabaldon has created a work of sheer brilliance. What if you knew someone you loved was going to die? What if you thought you could save them? How much would you risk to try?Claire Randall has gone to find Jamie Fraser, the man she loved more than life, and has left half her heart behind with their daughter, Brianna. Claire gave up Jamie to save Brianna, and now Bree has sent her mother back to the Scottish warrior who was willing to give his life to save them both. But a chilling discovery in the pages of history suggests that Jamie and Claire's story doesn't have a happy ending.Brianna dares a terrifying leap into the unknown in search of her mother and the father she has never met, risking her own future to try to change history . . . and to save their lives. But as Brianna plunges into an uncharted wilderness, a heartbreaking encounter may strand her forever in the past . . . or root her in the place she should be, where her heart and soul belong.",English,9.78053E+12,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook', 'Adult', 'Adventure']","['Jamie Fraser', 'Brianna Randall', 'Roger MacKenzie', 'Fergus Fraser', 'Marsali Fraser', 'Ian Murray', 'Claire Randall Fraser', 'Geillis Duncan', 'Stephen Bonnet', 'Young Ian Murray', 'Duncan Innes']",Paperback,Starz Tie-In,928,Bantam,10/16/18,12/30/96,['All About Romance (AAR) Annual Reader Poll for Favorite "Other" Romance & Honorable Mention for Favorite Couple (1998)'],207375,"['107469', '68059', '25888', '4373', '1586']",97,"['Boston, Massachusetts (United States)', 'Charleston, South Carolina (United States)', ""Fraser's Ridge, North Carolina (United States)"", 'Cross Creek, North Carolina (United States)', 'Oxford, England', 'Inverness, Scotland', 'Scottish Highlands']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536699977l/40909452.jpg,15067,191,14.74
18006496-queen-of-shadows,Queen of Shadows,Throne of Glass #4,Sarah J. Maas (Goodreads Author),4.55,"Everyone Celaena Sardothien loves has been taken from her. But she’s at last returned to the empire—for vengeance, to rescue her once-glorious kingdom, and to confront the shadows of her past…She has embraced her identity as Aelin Galathynius, Queen of Terrasen. But before she can reclaim her throne, she must fight.She will fight for her cousin, a warrior prepared to die for her. She will fight for her friend, a young man trapped in an unspeakable prison. And she will fight for her people, enslaved to a brutal king and awaiting their lost queen’s triumphant return.The fourth volume in the New York Times bestselling series continues Celaena’s epic journey and builds to a passionate, agonizing crescendo that might just shatter her world.",English,9.78162E+12,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'New Adult', 'Fiction', 'Young Adult Fantasy', 'Fae', 'High Fantasy', 'Paranormal']","['Celaena Sardothien', 'Chaol Westfall', 'Rowan Whitethorn', 'Dorian Havilliard', 'Aedion Ashryver', 'Aelin Ashryver Galathynius']",Hardcover,,648,Bloomsbury USA Childrens,2009/1/15,,['Goodreads Choice Award for Young Adult Fantasy & Science Fiction (2015) and Nominee for Best of the Best  (2018)'],241837,"['163537', '56573', '15556', '3944', '2227']",97,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441230104l/18006496.jpg,14997,173,11.11
8337.Little_House_in_the_Big_Woods,Little House in the Big Woods,Little House #1,"Laura Ingalls Wilder, Garth Williams (Illustrator)",4.18,"Based on the real-life adventures of Laura Ingalls Wilder, Little House in the Big Woods is the first book in the award-winning Little House series, which has captivated generations of readers. This edition features the classic black-and-white artwork from Garth Williams.Little House in the Big Woods takes place in 1871 and introduces us to four-year-old Laura, who lives in a log cabin on the edge of the Big Woods of Wisconsin. She shares the cabin with her Pa, her Ma, her sisters Mary and Carrie, and their lovable dog, Jack.Pioneer life isn’t easy for the Ingalls family, since they must grow or catch all their own food as they get ready for the cold winter. But they make the best of every tough situation. They celebrate Christmas with homemade toys and treats, do their spring planting, bring in the harvest in the fall, and make their first trip into town. And every night, safe and warm in their little house, the sound of Pa’s fiddle lulls Laura and her sisters into sleep.The nine books in the timeless Little House series tell the story of Laura’s real childhood as an American pioneer, and are cherished by readers of all generations. They offer a unique glimpse into life on the American frontier, and tell the heartwarming, unforgettable story of a loving family.",English,9.78006E+12,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Family', 'Audiobook']","['Laura Ingalls Wilder', 'Caroline Quiner Ingalls', 'Charles Ingalls', 'Mary Ingalls']",Paperback,,198,HarperTrophy,2001/1/7,10/28/32,['Lewis Carroll Shelf Award (1958)'],233066,"['108440', '74097', '38508', '7902', '4119']",95,"['Pepin, Wisconsin (United States)', 'Wisconsin (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475195170l/8337.jpg,14731,233,1.91
7967.Speaker_for_the_Dead,Speaker for the Dead,Ender's Saga #2,Orson Scott Card,4.07,"Now available in mass market, the revised, definitive edition of the Hugo and Nebula Award-winning classic. In this second book in the saga set 3,000 years after the terrible war, Ender Wiggin is reviled by history as the Xenocide--the destroyer of the alien Buggers. Now, Ender tells the true story of the war and seeks to stop history from repeating itself. ...In the aftermath of his terrible war, Ender Wiggin disappeared, and a powerful voice arose: The Speaker for the Dead, who told the true story of the Bugger War.Now, long years later, a second alien race has been discovered, but again the aliens' ways are strange and frightening...again, humans die. And it is only the Speaker for the Dead, who is also Ender Wiggin the Xenocide, who has the courage to confront the mystery...and the truth.Speaker for the Dead, the second novel in Orson Scott Card's Ender Quintet, is the winner of the 1986 Nebula Award for Best Novel and the 1987 Hugo Award for Best Novel.",English,9.78081E+12,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space', 'Aliens', 'Novels', 'Space Opera']",['Andrew Wiggin'],Paperback,Author's definitive edition,382,Tor Books,08/15/94,03/28/86,"['Hugo Award for Best Novel (1987)', 'Nebula Award for Best Novel (1986)', 'Locus Award for Best Science Fiction Novel (1987)', 'Kurd-Laßwitz-Preis for Foreign Novel (1989)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1987)', 'SF Chronicle Award for Best Novel (1987)', 'Prix Cosmos 2000 (1988)']",225112,"['84741', '85683', '42588', '9543', '2557']",95,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295660894l/7967.jpg,14462,183,2.53
25480342-a-monster-calls,A Monster Calls,,Patrick Ness,4.35,"The bestselling novel about love, loss and hope from the twice Carnegie Medal-winning Patrick Ness. Conor has the same dream every night, ever since his mother first fell ill, ever since she started the treatments that don't quite seem to be working. But tonight is different. Tonight, when he wakes, there's a visitor at his window. It's ancient, elemental, a force of nature. And it wants the most dangerous thing of all from Conor. It wants the truth. Patrick Ness takes the final idea of the late, award-winning writer Siobhan Dowd and weaves an extraordinary and heartbreaking tale of mischief, healing and above all, the courage it takes to survive.",English,9.78141E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Contemporary', 'Middle Grade', 'Magical Realism', 'Childrens', 'Death', 'Paranormal']",["Conor O'Malley"],Paperback,Un-illustrated,237,Walker Books,2005/7/15,2005/5/11,"['Bram Stoker Award Nominee for Best Young Adult Novel (2011)', 'Kate Greenaway Medal (2012)', ""Galaxy British Book Awards for Children's Book of the Year (2011)"", ""Grand Prix de l'Imaginaire for Jeunesse (2013)"", 'Los Angeles Times Book Prize Nominee for Young Adult Literature (2011)', ""Red House Children's Book Award (2012)"", 'Rhode Island Teen Book Award Nominee (2014)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury & Nominierung Kategorie Kinderbuch (2012)', 'Tähtifantasia Award Nominee (2017)', 'The Inky Awards Nominee for Silver Inky (2012)', 'Gouden Lijst for vertaald boek (2014)', 'Lincoln Award Nominee (2015)', 'Galaxy National Book Award for Children’s Book of the Year (2011)', 'Grampian Children’s Book Award Nominee (2013)', 'The Kitschies for Red Tentacle (Novel) (2011)', ""Goodreads Choice Award Nominee for Middle Grade & Children's (2011)"", 'Carnegie Medal (2012)', 'The Inky Awards Shortlist for Silver Inky (2012)', 'Prix Elbakin.net for Meilleur roman fantasy traduit Jeunesse (2012)', 'Europese Literatuurprijs Nominee (2014)', ""Rebecca Caudill Young Readers' Book Award Nominee (2016)"", 'Premi Protagonista Jove for Categoria 13-14 anys (2017)']",208089,"['114640', '62312', '22656', '5537', '2944']",96,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430763000l/25480342.jpg,13650,152,2.48
15241.The_Two_Towers,The Two Towers,The Lord of the Rings #2,"J.R.R. Tolkien, Peter S. Beagle (Goodreads Author) (Introduction)",4.44,"The Fellowship was scattered. Some were bracing hopelessly for war against the ancient evil of Sauron. Some were contending with the treachery of the wizard Saruman. Only Frodo and Sam were left to take the accursed Ring of Power to be destroyed in Mordor–the dark Kingdom where Sauron was supreme. Their guide was Gollum, deceitful and lust-filled, slave to the corruption of the Ring. Thus continues the magnificent, bestselling tale of adventure begun in The Fellowship of the Ring, which reaches its soul-stirring climax in The Return of the King.",English,9.78062E+12,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Novels', 'Literature', 'Magic']","['Frodo Baggins', 'Meriadoc Brandybuck', 'Peregrin Took', 'Gandalf', 'Aragorn', 'Gimli', 'Boromir', 'Bilbo Baggins', 'Eriol', 'Rúmil', 'Treebeard', 'Saruman', 'Éowyn', 'Éomer', 'Elrond Half-elven', 'Arwen Undómiel', 'Galadriel', 'Faramir', 'Gollum', 'Legolas', 'Sam Gamgee']",Paperback,Movie Tie-In Edition,322,Houghton Mifflin,2009/5/3,11/11/54,[],719647,"['429341', '202926', '69261', '13314', '4805']",97,['Middle-earth'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298415523l/15241.jpg,13423,190,3.8
17332218-words-of-radiance,Words of Radiance,The Stormlight Archive #2,Brandon Sanderson (Goodreads Author),4.75,"Words of Radiance, Book Two of the Stormlight Archive, continues the immersive fantasy epic that The Way of Kings began.Expected by his enemies to die the miserable death of a military slave, Kaladin survived to be given command of the royal bodyguards, a controversial first for a low-status ""darkeyes."" Now he must protect the king and Dalinar from every common peril as well as the distinctly uncommon threat of the Assassin, all while secretly struggling to master remarkable new powers that are somehow linked to his honorspren, Syl.The Assassin, Szeth, is active again, murdering rulers all over the world of Roshar, using his baffling powers to thwart every bodyguard and elude all pursuers. Among his prime targets is Highprince Dalinar, widely considered the power behind the Alethi throne. His leading role in the war would seem reason enough, but the Assassin's master has much deeper motives.Brilliant but troubled Shallan strives along a parallel path. Despite being broken in ways she refuses to acknowledge, she bears a terrible burden: to somehow prevent the return of the legendary Voidbringers and the civilization-ending Desolation that will follow. The secrets she needs can be found at the Shattered Plains, but just arriving there proves more difficult than she could have imagined.Meanwhile, at the heart of the Shattered Plains, the Parshendi are making an epochal decision. Hard pressed by years of Alethi attacks, their numbers ever shrinking, they are convinced by their war leader, Eshonai, to risk everything on a desperate gamble with the very supernatural forces they once fled. The possible consequences for Parshendi and humans alike, indeed, for Roshar itself, are as dangerous as they are incalculable.",English,9.78077E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy', 'Epic', 'Adult', 'Adventure']","['Kaladin Stormblessed', 'Dalinar Kholin', 'Shallan Davar', 'Jasnah Kholin', 'Eshonai', 'Adolin Kholin', 'Hoid', 'Lift']",Hardcover,,1087,Tor Books,2003/4/14,,"['Locus Award Nominee for Best Fantasy Novel (2015)', 'David Gemmell Legend Award for Best Fantasy Novel (2015)', 'David Gemmell Ravenheart Award for Best Fantasy Cover Art (2015)', 'Goodreads Choice Award Nominee for Fantasy (2014)', 'Reddit r/fantasy Stabby Award for Best Novel (2014)']",207369,"['165033', '34953', '5590', '1108', '685']",99,['Roshar'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507307927l/17332218.jpg,12481,133,15
3869.A_Brief_History_of_Time,A Brief History of Time,,Stephen Hawking,4.18,"In the ten years since its publication in 1988, Stephen Hawking's classic work has become a landmark volume in scientific writing, with more than nine million copies in forty languages sold worldwide. That edition was on the cutting edge of what was then known about the origins and nature of the universe. But the intervening years have seen extraordinary advances in the technology of observing both the micro- and the macrocosmic worlds. These observations have confirmed many of Professor Hawking's theoretical predictions in the first edition of his book, including the recent discoveries of the Cosmic Background Explorer satellite (COBE), which probed back in time to within 300,000 years of the universe's beginning and revealed wrinkles in the fabric of space-time that he had projected. Eager to bring to his original text the new knowledge revealed by these observations, as well as his own recent research, Professor Hawking has prepared a new introduction to the book, written an entirely new chapter on wormholes and time travel, and updated the chapters throughout.",English,9.78055E+12,"['Science', 'Nonfiction', 'Physics', 'History', 'Astronomy', 'Philosophy', 'Classics', 'Popular Science', 'Space', 'Audiobook']",[],Paperback,Updated & Expanded 10th Anniversary,212,Bantam Books,09/01/98,04/01/88,['Royal Society Science Book Prize Nominee for General Prize (1989)'],303285,"['132545', '111195', '45287', '9312', '4946']",95,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578746l/3869.jpg,12369,175,2.72
